epoch,loss_D,loss_G,D_real,D_fake_before_G,D_fake_after_G,val_D_real,val_D_fake,instance_noise_std,num_train_images,num_val_images
1,0.8245928733632332,4.599771423674211,0.7362907616217144,0.16338069532946103,0.05369987235091955,0.5807652133153686,0.2753316324124945,0.03,21000,4500
2,0.8254940073891748,3.4224167050021452,0.7141628613831793,0.1834931993135109,0.08114355942908753,0.24067284933007355,0.1466453197735844,0.029387755102040815,21000,4500
